pe/LEY-27446-2001.md	LEY-27446-2001	Ley N° 27446 - Ley del Sistema Nacional de Evaluación del Impacto Ambiental	2001-04-23	2001-04-23T00:00:00Z	2001
pe/LEY-27482-2001.md	LEY-27482-2001	Ley N° 27482 - Ley que Regula la Publicación de la Declaración Jurada de Ingresos y de Bienes y Rentas de los Funcionarios y Servidores Públicos del Estado	2001-06-15	2001-06-15T00:00:00Z	2001
pe/LEY-27803-2001.md	LEY-27803-2001	Ley N.° 27803	2001-07-23	2001-07-23T00:00:00Z	2001
pe/DS-033-2001-MTC.md	DS-033-2001-MTC	Decreto Supremo N° 033-2001-MTC - Reglamento Nacional de Transito	2001-07-24	2001-07-24T00:00:00Z	2001
pe/LEY-26505-2001.md	LEY-26505-2001	Ley de inversion en tierras de comunidadesLey de la inversión privada en el desarrollo de las actividades económicas en las tierras del territorio nacional y de las comunidades campesinas	2001-07-28	2001-07-28T00:00:00Z	2001
pe/LEY-27584-2001.md	LEY-27584-2001	Ley N 27584 - Ley que regula el Proceso Contencioso Administrativo	2001-12-07	2001-12-07T00:00:00Z	2001
pe/LEY-27596-2001.md	LEY-27596-2001	Ley que regula el Régimen Jurídico de Canes	2001-12-14	2001-12-14T00:00:00Z	2001
pe/LEY-27617-2002.md	LEY-27617-2002	Ley que dispone la reestructuración del Sistema Nacional de Pensiones del Decreto Ley 19990	2002-01-01	2002-01-01T00:00:00Z	2002
pe/LEY-27623-2002.md	LEY-27623-2002	Ley que dispone la devolución del Impuesto General a las Ventas e Impuesto de Promoción Municipal para la exploración de hidrocarburoLey que dispone la devolución del Impuesto General a l	2002-01-08	2002-01-08T00:00:00Z	2002
pe/LEY-27626-2002.md	LEY-27626-2002	Ley que regula la Actividad de las Empresas Especiales de Servicios	2002-01-09	2002-01-09T00:00:00Z	2002
pe/LEY-27658-2002.md	LEY-27658-2002	Ley N° 27658 - Ley Marco de Modernización de la Gestión del Estado	2002-01-30	2002-01-30T00:00:00Z	2002
pe/LEY-27677-2002.md	LEY-27677-2002	Ley de Uso de los Recursos de la Liquidación del FonaviLey de Uso de los Recursos de la Liquidación del Fonavi23 de febrero de 2023	2002-03-02	2002-03-02T00:00:00Z	2002
pe/reformas-constitucionales/LEY-REFORMA-27680-2002.md	LEY-REFORMA-27680-2002	Ley de Reforma Constitucional del Capítulo XIV del Título IV sobre Descentralización	2002-03-07	2002-03-07T00:00:00Z	2002
pe/LEY-27683-2002.md	LEY-27683-2002	Ley de Elecciones Regionales	2002-03-15	2002-03-15T00:00:00Z	2002
pe/LEY-27735-2002.md	LEY-27735-2002	Ley de Gratificaciones por Fiestas Patrias y Navidad	2002-05-28	2002-05-28T00:00:00Z	2002
pe/DS-008-2002-TR.md	DS-008-2002-TR	Reglamento de la Ley de Jornada de Trabajo	2002-07-04	2002-07-04T00:00:00Z	2002
pe/DS-005-2002-TR.md	DS-005-2002-TR	Reglamento de la Ley de Gratificaciones	2002-07-04	2002-07-04T00:00:00Z	2002
pe/DS-007-2002-TR.md	DS-007-2002-TR	TUO de la Ley de Jornada de Trabajo, Horario y Trabajo en Sobretiempo	2002-07-04	2002-07-04T00:00:00Z	2002
pe/LEY-27783-2002.md	LEY-27783-2002	Ley N° 27783 - Ley de Bases de la Descentralización	2002-07-20	2002-07-20T00:00:00Z	2002
pe/LEY-27785-2002.md	LEY-27785-2002	Ley N° 27785 - Ley Orgánica del Sistema Nacional de Control y de la Contraloría General de la República	2002-07-23	2002-07-23T00:00:00Z	2002
pe/LEY-27806-2002.md	LEY-27806-2002	Ley N° 27806 - Ley de Transparencia y Acceso a la Información Pública	2002-08-03	2002-08-03T00:00:00Z	2002
pe/LEY-27809-2002.md	LEY-27809-2002	Ley General del Sistema Concursal	2002-08-08	2002-08-08T00:00:00Z	2002
pe/LEY-27815-2002.md	LEY-27815-2002	Ley del Código de Ética de la Función Pública	2002-08-13	2002-08-13T00:00:00Z	2002
pe/LEY-27867-2002.md	LEY-27867-2002	Ley Orgánica de Gobiernos Regionales	2002-11-16	2002-11-16T00:00:00Z	2002
pe/LEY-27933-2003.md	LEY-27933-2003	Ley N° 27933 - Ley del Sistema Nacional de Seguridad Ciudadana	2003-02-12	2003-02-12T00:00:00Z	2003
pe/LEY-27942-2003.md	LEY-27942-2003	Ley de Prevención y Sanción del Hostigamiento Sexual	2003-02-27	2003-02-27T00:00:00Z	2003
pe/LEY-27902-2003.md	LEY-27902-2003	Ley N.° 27902	2003-03-31	2003-03-31T00:00:00Z	2003
pe/LEY-27972-2003.md	LEY-27972-2003	Ley Orgánica de Municipalidades	2003-05-27	2003-05-27T00:00:00Z	2003
pe/LEY-27986-2003.md	LEY-27986-2003	Ley de los Trabajadores del Hogar	2003-06-03	2003-06-03T00:00:00Z	2003
